Image_ID,Title,Author,Medium,Date,Location,Provenance,Theme,Category,Classification,Descriptors,Symbols,Features,Scene,Face_position,Objects,Gestures,Physiognomy,Physiognomy_Image,Donor,Inscription,Dimensions (Px),Mode (RGB/L/CMYK),File_Size (KB),Mean_Contrast,Afro_Presence,VLM_Detection,Accepted_Tokens,Bias_Deviation,Link,Image_source,
10733,Cristo Negro de Esquípulas,Anónimo,Óleo sobre tela,1750,"Peyton Wright Gallery, Santa Fe - Eu, Estados Unidos",Santa Fe - Eu,Devociones de la pasión,Devoción,"Cristológico, Ciclo Pasión, Viacrucis, Crucifixión, Devociones al crucificado, Otras devociones crucifixión","Jarra, Monjas","Aureola, Aureola de rayos o luz, Corona de espinas, Cruz / crucifijo, Devoción, Espada, Estigma, Flores, Niños, Oveja","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personajes: sagrados, Presencia: animales, Presencia: niños",Terrestre / interior templo,Rostro 3/4,No,"Personaje principal: Mano derecha tres dedos: bendición o pedir silencio, Personaje secundario: Ploro: condolerse, Otros personajes: Mano extendida pecho: aseverar",De pie,Cuerpo entero,Sin donante,Inscripción,585x931,RGB,134.7,52.93,,,,,https://arca.uniandes.edu.co/obras/10733,www.peytonwright.com/historic,
19833,Papa negro,Anónimo,Témpera sobre tela,1780,"Igreja Santa Efigênia, Ouro Preto, Brasil",Ouro Preto,"Papa, retrato de",Retrato,"Retrato, Retrato masculino, Europeos y criollos, Clerigos, Papa",Papa,"Animales, Capa, Flores, Libro, Tiara papal","Edad: adulto, Escena: simple, Género masculino, Personaje individual, Personajes: profanos",Terrestre / interior templo,Rostro 3/4,Pluma escritura,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Ninguna,738x520,RGB,119.8,63.58,,,,,https://arca.uniandes.edu.co/obras/19833,"Oliveira Paiva, Eduardo França, Amantino, Marcia, Ivo, Isnara Pereira. Escravidão, mestiçagens, ambientes, paisagens e espaços. São Paulo: Annablume, 2011.",
19839,Santos negros,João Batista de Figueiredo,Temple madera,1780,"Igreja Nossa Senhora do Rosário, Mariana, Brasil",Mariana,Santos sin identificar,Devoción,"Santos, Santos Masculinos, Santos de órdenes y tradiciones, Santos sin identificar","Imagen devocional, Lanza, Negro - negritud, Retrato simple",Ninguno,"Edad: adulto, Escena: simple, Género masculino, Personaje individual, Personajes: sagrados",Terrestre / interior templo,Perfil,Lanza / Albarda,"Personaje principal: Indice arriba: amenaza, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Ninguna,355x267,RGB,33.1,67.02,,,,,https://arca.uniandes.edu.co/obras/19839,"Oliveira Paiva, Eduardo França, Amantino, Marcia, Ivo, Isnara Pereira. Escravidão, mestiçagens, ambientes, paisagens e espaços. São Paulo: Annablume, 2011.",
3413,"Cuadro de castas: blanco y negro, zambo",Anónimo,Óleo sobre tela,1700–1799,"Colección Ángel Cristóbal, Ciudad de México, México",Ciudad de México,"Castas,  pintura de",Paisaje,"Temas seculares, Castas, 05 mulato - español negra","Botella, Carne, Cocina, Comida, Gallina, Negro - negritud, Platos - Vajilla","Anillo, Animales, Joyas, Niños, Pájaro / aves","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales",Terrestre / interior casa-habitación,Rostro 3/4,Pájaro,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo medio,Sin donante,Ninguna,1329x1035,RGB,510.2,71.74,,,,,https://arca.uniandes.edu.co/obras/3413,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
11623,Retrato de Reid como sultana,Robert Edge Pine,Óleo sobre tela,1763,"Brigham Young University Museum of Art, Provo, Estados Unidos","Londres, Reino Unido",Retrato femenino,Retrato,"Retrato, Retrato femenino, Europeas y criollas, Laicas, Mujeres sentadas","Esclavo, Platos - Vajilla, Retrato simple",Joyas,"Edad: adulto, Escena: simple, Género femenino, Personaje individual, Personajes: profanos",Terrestre / interior casa-habitación,Perfil,Taza - Vajilla,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo medio,Sin donante,Ninguna,800x1022,RGB,182.3,64.02,,,,,https://arca.uniandes.edu.co/obras/11623,https://moa.byu.edu/collection-highlights,
15878,Vida de Santo Domingo,Cabrera,Óleo sobre tela,1836,"Museo Histórico Dominico, Santiago, Chile",Santiago,"Domingo de Guzmán, santo",Vida,"Santos, Santos Masculinos, Fundadores, Domingo, Domingo escena de vida","Celebración, Dominicos, Esclavo, Negro - negritud, Visita - encuentro","Libro, Vela / cirio","Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: sagrados y profanos",Terrestre / interior templo,Perfil,Cáliz / objeto sagrado,"Personaje principal: Oro: pedir misericordia, Personaje secundario: Entregar algo, Otros personajes: No",Arrodillado,Cuerpo entero,Sin donante,Cartela,708x588,RGB,106,60.45,,,,,https://arca.uniandes.edu.co/obras/15878,http://www.cdbp.patrimoniocultural.gob.cl/652/articles-26008_archivo_01.pdf,
20958,Charles Calvert,John Hesselius,Óleo sobre tela,1761,"Baltimore Museum of Art, Baltimore, Estados Unidos",Baltimore,Retrato de niños,Retrato,"Retrato, Retrato de niños, Retrato individual infantil, Infantil masculino","Esclavo, Juguetes, Negro - negritud, Paisaje","Instrumentos musicales, Niños","Edad: niñez, Escena: simple, Género masculino, Personaje colectivo, Personajes: profanos",Terrestre / paisaje,Rostro 3/4,Instrumento musical,"Personaje principal: Señalar con dedo: mando, orden, traicionar; Personaje secundario: No; Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,1530x1879,RGB,294.1,54.21,,,,,https://arca.uniandes.edu.co/obras/20958,"WEEKLEY, Carolyn J. Painters and paintings in the early American South. Williamsburg: The colonial Williamsburg Foundation and Yale University Press, 2013.",
24819,Quilting Frolic,John Lewis Krimmel,Óleo sobre tela,1813,"Winterthur Museum, Winterthur, Estados Unidos","Filadelfia, Estados Unidos",Escenas cotidianas interiores e intimidad,Paisaje,"Temas seculares, Escenas cotidiana, Cotidianas interiores e intimidad","Cotidianidad, Esclavo, Escoba, Habitación, Juguetes, Negro - negritud, Platos - Vajilla","Florero, Gato, Instrumentos musicales","Edad: adolescencia-juventud, Edad: adulto, Edad: anciano, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,Objetos diversos,"Personaje principal: Mano levantada: juro, Personaje secundario: Mano en la frente: saludo con respeto, Otros personajes: Múltiples gestos",De pie,Cuerpo entero,Sin donante,Ninguna,1450x1176,RGB,590.2,60.51,,,,,https://arca.uniandes.edu.co/obras/24819,Winterthur Museum: https://www.winterthur.org/,
10920,Perpetuo esclavo del pecado,Anónimo,Biombo Óleo Tela,1700–1799,"Colección Rodrigo Rivero-Lake, Ciudad de México, México",Ciudad de México,Emblemas,Alegoría/moral,"Alegorías y Emblemas, Emblemas","Emblema, Ladrón, Turbante","Cadena, Ciudad, Espada, León","Edad: adulto, Escena: simple, Género masculino, Personaje colectivo, Personaje: contacto corporal, Presencia: animales",Terrestre / paisaje,Rostro 3/4,No,"Personaje principal: Dos brazos arriba: asevera, doble juramento; Personaje secundario: No; Otros personajes: No",De pie,Cuerpo entero,Sin donante,Inscripción,520x562,RGB,59.5,35.57,,,,,https://arca.uniandes.edu.co/obras/10920,PESSCA www.colonialart.org,Fallback
16436,Nuestra Señora de Guadalupe de Extremadura,Gregorio Vásquez de Arce y Ceballos,Óleo sobre tela,1600–1699,"Iglesia santa Bárbara, Bogotá, Colombia",Bogotá,Virgen de Guadalupe de Extremadura,Devoción,"Mariología, Advocación, Guadalupe de Extremadura","Cortinaje, Elementos arquitectónicos, Sombrero","Cetro, Luna","Edad: adulto, Edad: niñez, Escena: compuesta, Género femenino, Género masculino, Personaje colectivo, Personajes: sagrados, Presencia: niños",Terrestre / cortinaje,Frente,Cetro,"Personaje principal: No, Personaje secundario: Mano derecha tres dedos: bendición o pedir silencio, Otros personajes: Oro: pedir misericordia",De pie Alzando,Cuerpo entero,Monjas y/o clérigos,Inscripción,850x1200,RGB,285,44.81,,,,,https://arca.uniandes.edu.co/obras/16436,"Museo de Arte Colonial. Revelaciones, pintores de Santa Fe en tiempos de la colonia. Bogotá: 1989.",
2570,Baltasar reclama a Benjamín como su esclavo,Cristóbal de Villalpando,Óleo sobre tela,1700–1714,"Denver Art Museum, Denver, Estados Unidos","Ciudad de México, México","Historias del Pentateuco, Tribus de Israel",Historia,"Antiguo Testamento, Ciclo Pentateuco, Tribus de Israel","Esclavo, Habitación, Monarquía - realeza - rey, Pañuelo blanco, Riqueza, Túnica, Turbante","Cetro, Columna, Lágrima, Monedas","Edad: adulto, Edad: anciano, Escena: compuesta, Género femenino, Género masculino, Personaje colectivo, Personajes: profanos",Terrestre / interior casa-habitación,Perfil,No,"Personaje principal: Señalar con dedo: mando, orden, traicionar; Personaje secundario: Llorar: tristeza, sentimiento; Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,3367x2464,RGB,2276.8,54.4,,,,,https://arca.uniandes.edu.co/obras/2570,"PIERCE, Donna, Rogelio Ruiz y Clara Bargellini. Paiting a New World. Denver: Denver Art Museum, 2005.",
26966,Cecilius Calvert con nieto y esclavo,Gerard Soest,Óleo sobre tela,1670,"Colección particular (Washington), Washington, Estados Unidos",Washington,Retrato de familias,Retrato,"Retrato, Retrato de familias, Grupo familiar","Cortinaje, Retrato simple, Sombrero",Cortinas,"Edad: adulto, Edad: niñez, Escena: simple, Género masculino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre / cortinaje,Rostro 3/4,Libro,"Personaje principal: Entregar algo, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,413x550,RGB,87.4,63.64,,,,,https://arca.uniandes.edu.co/obras/26966,Enoch Pratt Free Library (Registro Web),
4232,Señora Principal con su negra esclava,Vicente Albán,Óleo sobre tela,1783,"Museo de América, Madrid, España","Quito, Ecuador","Castas,  pintura de",Paisaje,"Temas seculares, Castas, Casta por razas y trajes","Esclavo, Negro - negritud, Paisaje, Platos - Vajilla","Árbol, Canasta, Cruz / crucifijo, Frutas / verduras, Joyas, Pájaro / aves, Palma del martirio","Edad: adulto, Escena: simple, Género femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos",Terrestre / paisaje,Frente,Alimento / pan,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Cartela,3078x2220,RGB,2465.1,71.08,,,,,https://arca.uniandes.edu.co/obras/4232,"GARCÍA SAIZ, María Concepción. Las castas Mexicanas. Un género pictórico americano. Milan: Olivetti, 1989.",
11038,Mujer libre de color con sus hijos y sirvientes en un paisaje,Agostino Brunias,Óleo sobre tela,1770–1796,"Brooklyn Museum, Nueva York, Estados Unidos",Nueva York,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Camino, Colina / montaña, Esclavo, Negro - negritud, Paisaje, Pañuelo blanco, Plantas, Sombrero","Animales, Árbol, Cayado / Bastón, Cielo / paraíso, Collar, Niños, Perro","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: Mano a cintura:, Personaje secundario: Múltiples gestos, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,800x615,RGB,117.8,62.01,,,,,https://arca.uniandes.edu.co/obras/11038,www.brooklynmuseum.org,
8756,Vestimenta de escravas pedintes na Festa do Rosario,Carlos Juliao,Acuarela,1760–1811,"Biblioteca Nacional, Rio de Janeiro, Brasil",Rio de Janeiro,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Celebración, Costumbres, Esclavo, Negro - negritud, Pipa / cigarrillo, Pluma, Sombrero, Tintero y pluma","Cayado / Bastón, Descalzo, Manto","Edad: adolescencia-juventud, Edad: adulto, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: profanos",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,3204x2226,RGB,938.2,91.58,,,,,https://arca.uniandes.edu.co/obras/8756,"ARAUJO, Emanoel, et al. O universo mágico do barroco brasileiro. Sa~o Paulo: FIESP/CIESP/IRS, 1998.",
19864,Henry Darnall III,Justus Engelhardt Kunh,Óleo sobre tela,1710,"Maryland Center for History and Culture, Baltimore, Estados Unidos",Baltimore,Retrato de niños,Retrato,"Retrato, Retrato de niños, Retrato individual infantil, Infantil masculino","Cortinaje, Esclavo, Flechas, Muerte / sepulcro","Animales, Arco y carcaj, Ciudad, Jardín, Niños","Edad: niñez, Escena: simple, Género masculino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre / interior - paisaje,Rostro 3/4,Flecha,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,2358x3282,RGB,1212.1,59.48,,,,,https://arca.uniandes.edu.co/obras/19864,"Bjelajac, David (2005). American Art. A cultural history. New Jersey: Pearson Education.",
19873,La libertad inconforme con las artes y ciencias,Samuel Jennings,Óleo sobre tela,1792,"Library Company of Philadelphia, Filadelfia, Estados Unidos",Filadelfia,Ciencias y artes liberales,Alegoría/moral,"Alegorías y Emblemas, Alegorías académicas y seculares, Ciencias y artes liberales","Alegoría, Esclavo, Globo Terraqueo, Mapa / plano, Negro - negritud","Arpa, Barco, Columna, Escultura - estatua, Esfera / mundo, Libro, Ruinas","Edad: adulto, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: sagrados y profanos",Terrestre / ciudad - poblado,Rostro 3/4,Libro,"Personaje principal: Múltiples gestos; Personaje secundario: Mano extendida pecho: aseverar; Otros personajes: Mano cabeza: angustia, tristeza",Sentado,Cuerpo entero,Sin donante,Varios iconotextos,3192x2647,RGB,1718.9,68.12,,,,,https://arca.uniandes.edu.co/obras/19873,"Bjelajac, David (2005). American Art. A cultural history. New Jersey: Pearson Education.",fallback
20628,"Vista del valle Roseau en isla dominica mostrando esclavos, indigenas y creoles",Agostino Brunias,Óleo sobre tela,1750–1796,"Herbery F. Johnson Museum of Art Cornell University, Ithaca, Estados Unidos",Ithaca,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Casa, Cotidianidad, Esclavo, Negro - negritud, Paisaje, Río, Sombrilla",Ninguno,"Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: profanos, Presencia: animales",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: Múltiples gestos, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,2365x1622,RGB,594.8,81.28,,,,,https://arca.uniandes.edu.co/obras/20628,"ASTE, Richard. Behind closed Doors. Art in the Spanish American home, 1492-1898. Brooklyn Museum, 2014.",
20629,"Mujeres, creoles y sivientes",Agostino Brunias,Óleo sobre tela,1770,"Museo Thyssen-Bornemisza, Madrid, España","Washington, Estados Unidos",Escenas cotidianas oficios y labores,Urbano,"Temas seculares, Escenas cotidiana, Cotidianas oficios y labores","Abanico, Esclavo, Negro - negritud, Paisaje",Árbol,"Edad: adolescencia-juventud, Edad: adulto, Escena: simple, Género femenino, Personaje colectivo, Personajes: profanos",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",Sentado,Cuerpo entero,Sin donante,Ninguna,2263x3163,RGB,1574.3,71.91,,,,,https://arca.uniandes.edu.co/obras/20629,"ASTE, Richard. Behind closed Doors. Art in the Spanish American home, 1492-1898. Brooklyn Museum, 2014.",
20949,Alexander Contee Hanson y familia,Robert Edge Pine,Óleo sobre tela,1786,"Maryland Center for History and Culture, Baltimore, Estados Unidos",Baltimore,Retrato de familias,Retrato,"Retrato, Retrato de familias, Grupo familiar","Cotidianidad, Cuna, Esclavo, Familia","Animales, Árbol, Perro","Edad: adolescencia-juventud, Edad: adulto, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: animales, Presencia: niños",Sin definir - claroscuro,Rostro 3/4,No,"Personaje principal: No, Personaje secundario: No, Otros personajes: Compuesto: mano al pecho - mano abierta",De pie,Cuerpo entero,Sin donante,Ninguna,1437x1163,RGB,305.9,61.37,,,,,https://arca.uniandes.edu.co/obras/20949,"WEEKLEY, Carolyn J. Painters and paintings in the early American South. Williamsburg: The colonial Williamsburg Foundation and Yale University Press, 2013.",
26473,Aparición milagrosa de la Virgen del Rosario a un esclavo agonizante,Anónimo,Óleo sobre tela,1700–1799,"Iglesia santo Domingo de Guzmán, Ayacucho (Huamanga), Perú","Lima, Perú",Virgen del Rosario,Devoción,"Mariología, Advocación, Rosario, Rosario con santos o donante","Ángeles / querubines, Aparición","Cielo / paraíso, Custodia, Demonio, Enfermos / enfermedad, Espada, Nube, Paloma, Triángulo equilátero, Trinidad","Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personajes: sagrados y profanos",Celeste / terrestre,Rostro 3/4,No,"Personaje principal: Compuesto: mano al pecho - mano abierta, Personaje secundario: Oro: pedir misericordia, Otros personajes: Múltiples gestos",De pie,Cuerpo entero,Sin donante,Cartela,970x649,RGB,226.6,79.27,FALSE,,,,https://arca.uniandes.edu.co/obras/26473,Fotografía Jaime Borja,fallback (no hay)
2131,Pareja de españoles,Anónimo,Óleo sobre tela,1770,"Museo Nacional de Antropología (Antes Museo Nacional de Etnología), Madrid, España","Lima, Perú","Castas,  pintura de",Paisaje,"Temas seculares, Castas, Casta por razas y trajes","Abanico, Esclavo, Negro - negritud, Paisaje, Riqueza","Árbol, Cruz / crucifijo, Joyas","Edad: adulto, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos",Terrestre / paisaje,Rostro 3/4,Escopeta /mosquete,"Personaje principal: Mano abierta, girada: proferir razones; Personaje secundario: No; Otros personajes: No",De pie,Cuerpo tres cuartos,Sin donante,Inscripción,3174x2490,RGB,3043.6,66.45,,,,,https://arca.uniandes.edu.co/obras/2131,"MUJICA, Ramón et al. El Barroco peruano. Lima: Banco de Crédito, 2002.",
6254,Don Sebastián Escudero y su esposa Doña Juliana Merlier,Anónimo,Óleo sobre tela,1720–1770,"Colección C. Larco, Perú (sin ubicación), Perú","Trujillo, Perú","Parejas, pintura de",Retrato,"Retrato, Retrato de familias, Parejas","Esclavo, Negro - negritud, Sombrero, Tintero y pluma",Joyas,"Edad: adulto, Escena: simple, Género masculino/femenino, Personaje colectivo, Personajes: profanos",Sin definir,Rostro 3/4,Sombrero / indumentaria,"Personaje principal: Compuesto: mano bendice - otra pecho, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,1610x1924,RGB,257.4,75.79,,,,,https://arca.uniandes.edu.co/obras/6254,"MESA, José de  y Teresa Gisbert. Historia de la pintura cuzqueña. Lima: Fundación Augusto N. Wiese, Banco Wiese, 1982.",fallback
6593,Engenho,Frans Post,Óleo sobre tela,1661,"Colección particular (Rio de Janeiro), Rio de Janeiro, Brasil",Rio de Janeiro,Escenas cotidianas rurales e indígenas,Paisaje,"Temas seculares, Escenas cotidiana, Cotidianas rurales e indígenas","Camino, Costumbres, Cotidianidad, Esclavo, Naturaleza, Negro - negritud, Oficio / trabajo, Tambor","Árbol, Ciudad, Instrumentos musicales, Niños","Edad: adolescencia-juventud, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personaje: desnudo parcial / total, Personajes: profanos",Terrestre / ciudad - poblado,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,1058x654,RGB,256.7,56.41,,,,,https://arca.uniandes.edu.co/obras/6593,"BARDI, Pietro Maria. Arte No Brasil. São Paulo: Livros Abril, 1982.",
10664,Niño asfixiado por el vicario y salvado por Nuestra Señora,Diego José Hilaris,Óleo sobre madera,1760–1790,"Catedral santuario Nuestra señora de Altagracia, Higüey, República Dominicana",Higüey,Milagros de la Virgen,Historia,"Historia, Historia eclesiástica, Milagros, Milagros de la Virgen","Curación, Esclavo, Milagro","Devoción, Enfermos / enfermedad, Sacerdote","Edad: adulto, Escena: simple, Género masculino/femenino, Personaje colectivo, Personajes: sagrados y profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,No,"Personaje principal: Compuesto: pecho extendida vertical, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,1790x2275,RGB,388.2,88.37,,,,,https://arca.uniandes.edu.co/obras/10664,"AA.VV. De oficio pintor: arte colonial venezolano. Colección Patricia Phelps de Cisneros. Caracas: Fundación Cisneros, 2007.",
11316,Vieja plantación,John Rose,Óleo sobre tela,1775,"The Colonial Williamsburg Foundation, Williamsburg, Estados Unidos",Williamsburg,"Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Botella, Costumbres, Cotidianidad, Cultivo / huerto, Danza, Esclavo, Negro - negritud, Oficio / trabajo, Sombrero","Árbol, Instrumentos musicales","Edad: adulto, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos",Terrestre / ciudad - poblado,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,1422x911,RGB,466,70.86,,,,,https://arca.uniandes.edu.co/obras/11316,www.google.com/culturalinstitute/,
13294,Devoción de don Manuel de Salzes y doña Francisca Infante,Anónimo,Óleo sobre tela,1767,"Museo Nacional de Bellas Artes, Santiago, Chile","La Paz, Bolivia",Retrato de familias,Retrato,"Retrato, Retrato de familias, Grupo familiar","Ángeles / querubines, Esclavo, Familia, Túnica","Altar, Báculo, Cetro, Collar, Columna, Corona, Flores, Luna","Edad: adolescencia-juventud, Edad: adulto, Edad: niñez, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / interior casa-habitación,Rostro 3/4,No,"Personaje principal: Oro: pedir misericordia, Personaje secundario: No, Otros personajes: No",Arrodillado,Cuerpo entero,Donante por el nombre,Cartela,514x650,RGB,143.1,59.24,,,,,https://arca.uniandes.edu.co/obras/13294,www.surdoc.cl,
19863,Capitán de mar de juerga en Surinam,John Greenwood,Óleo sobre lámina / cobre / zinc,1758,"Robert Simon Fine Art, Nueva York, Estados Unidos","Saint Louis, Estados Unidos",Escenas cotidianas marítimas,Urbano,"Temas seculares, Escenas cotidiana, Cotidianas marítimas","Celebración, Cotidianidad, Esclavo, Fiesta/diversión, Militar, Tiendas de campaña","Instrumentos musicales, Perro, Vela / cirio","Edad: adolescencia-juventud, Edad: adulto, Escena: compuesta, Género masculino, Personaje colectivo, Personajes: profanos",Terrestre / interior casa-habitación,Rostro 3/4,Objetos diversos,"Personaje principal: Múltiples gestos, Personaje secundario: No, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,4014x2022,RGB,1155.1,54.83,,,,,https://arca.uniandes.edu.co/obras/19863,"Bjelajac, David (2005). American Art. A cultural history. New Jersey: Pearson Education.",
2373,San Juan de Dios muestra el camino de la salvación a las prostitutas de Granada,Luis Berrueco,Óleo sobre tela,1743,"Hospital san Juan de Dios, Atlixco, México",Atlixco,"Juan de Dios, san",Vida,"Santos, Santos Masculinos, Fundadores, Juan de Dios, Juan de Dios escenas de vida","Cama, Cotidianidad, Esclavo, Habitación, Negro - negritud","Cruz / crucifijo, Espejo, Herida / llaga, Instrumentos musicales","Edad: adulto, Escena: compuesta, Género masculino/femenino, Personaje colectivo, Personaje: desnudo parcial / total, Personajes: sagrados y profanos",Terrestre / interior casa-habitación,Rostro 3/4,Cruz,"Personaje principal: Llorar: tristeza, sentimiento; Personaje secundario: Palmas extendidas frente hombros: bendición; Otros personajes: Oro: pedir misericordia",Arrodillado,Cuerpo entero,Sin donante,Cartela,2359x2255,RGB,1176.9,45.06,,,,,https://arca.uniandes.edu.co/obras/2373,"ASTE, Richard. Behind closed Doors. Art in the Spanish American home, 1492-1898. Brooklyn Museum, 2014.",
6587,Paisagem Rural det,Frans Post,Óleo sobre madera,1630–1670,"Colección Maria Luiza Americano, São Paulo, Brasil",São Paulo,Paisaje,Paisaje,"Temas seculares, Paisaje","Costumbres, Cotidianidad, Cultivo / huerto, Esclavo, Naturaleza, Negro - negritud, Oficio / trabajo, Paisaje, Sombrero","Árbol, Niños, Palma del martirio","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personajes: profanos, Presencia: niños",Terrestre / ciudad - poblado,No aplica,No,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",No aplica,No aplica,Sin donante,Ninguna,1104x614,RGB,231,56.69,,,,,https://arca.uniandes.edu.co/obras/6587,"BARDI, Pietro Maria. Arte No Brasil. São Paulo: Livros Abril, 1982.",
6588,Casa señorial construção,Frans Post,Óleo sobre madera,1630–1670,"Colección particular (São Paulo), São Paulo, Brasil",São Paulo,Paisaje,Paisaje,"Temas seculares, Paisaje","Camino, Cotidianidad, Esclavo, Madera, Negro - negritud, Paisaje","Árbol, Canasta, Cielo / paraíso, Descalzo, Niños, Nube, Pájaro / aves","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personajes: profanos, Presencia: niños",Terrestre / paisaje,No aplica,No,"Personaje principal: No, Personaje secundario: No, Otros personajes: No",No aplica,No aplica,Sin donante,Ninguna,998x708,RGB,196.4,78.57,,,,,https://arca.uniandes.edu.co/obras/6588,"BARDI, Pietro Maria. Arte No Brasil. São Paulo: Livros Abril, 1982.",
11054,Paseo a orillas del río Rímac,Anónimo,Óleo sobre tela,1780–1805,"Brooklyn Museum, Nueva York, Estados Unidos","Lima, Perú","Escenas cotidianas música, paseo y diversión",Urbano,"Temas seculares; Escenas cotidiana; Cotidianas música, paseo y diversión","Celebración, Cotidianidad, Esclavo, Jarra, Naturaleza, Paisaje, Río, Sombrero","Árbol, Caballo, Puente","Edad: adulto, Edad: niñez, Escena: simple, Género femenino, Género masculino, Personaje colectivo, Personaje: contacto corporal, Personaje: desnudo parcial / total, Personajes: profanos, Presencia: animales, Presencia: niños",Terrestre / paisaje,Rostro 3/4,Objetos diversos,"Personaje principal: No, Personaje secundario: Múltiples gestos, Otros personajes: No",De pie,Cuerpo entero,Sin donante,Ninguna,4758x3462,RGB,6130.4,60.64,,,,,https://arca.uniandes.edu.co/obras/11054,www.brooklynmuseum.org,
